source_word,target_word,source_pos,target_pos,morpheme,type,segments
místní,místnost,J,N,ost,suffix,"('místo', '#ní', '#ost')"
jídlo,jídelna,N,N,na,suffix,"('jíst', '#dlo', '#na')"
Nizozemec,Nizozemka,N,N,ka,suffix,"('Nizozemí', '#sko', '#ec', '#ka')"
Portugalsko,Portugalec,N,N,ec,suffix,"('Portugalsko', '#ec')"
Portugalec,Portugalka,N,N,ka,suffix,"('Portugalsko', '#ec', '#ka')"
Ir,Irka,N,N,ka,suffix,"('Ir', '#ka')"
Fin,Finka,N,N,ka,suffix,"('Fin', '#ka')"
lože,ložisko,N,N,sko,suffix,"('lože', '#sko')"
průmysl,průmyslový,N,J,ový,suffix,"('průmysl', '#ový')"
věk,věčný,N,J,ný,suffix,"('věk', '#ný')"
věčný,věčnost,J,N,ost,suffix,"('věk', '#ný', '#ost')"
kříž,křižák,N,N,ák,suffix,"('kříž', '#ák')"
účet,účetní,N,N,ní,suffix,"('účet', '#ní')"
uzávěr,uzávěrka,N,N,ka,suffix,"('uzávěr', '#ka')"
manžel,manželství,N,N,ství,suffix,"('manžel', '#ství')"
vystavit,výstava,V,N,a,suffix,"('vy#', 'stavit', '#a')"
inženýr,inženýrství,N,N,ství,suffix,"('inženýr', '#ství')"
být,dobýt,V,V,do,prefix,"('do#', 'být')"
řezat,řezák,V,N,ák,suffix,"('řezat', '#ák')"
párat,párátko,V,N,tko,suffix,"('párat', '#tko')"
zub,zubař,N,N,ař,suffix,"('zub', '#ař')"
pustit,rozpustit,V,V,roz,prefix,"('roz#', 'pustit')"
mrazit,odmrazit,V,V,od,prefix,"('od#', 'mrazit')"
dvořit,dvoření,V,N,ení,suffix,"('dvořit', '#ení')"
být,zbýt,V,V,z,prefix,"('z#', 'být')"
zbýt,zbytek,V,N,ek,suffix,"('z#', 'být', '#ek')"
slít,slitina,V,N,ina,suffix,"('s#', 'lít', '#ina')"
člověk,nadčlověk,N,N,nad,prefix,"('nad#', 'člověk')"
ryba,rybář,N,N,ář,suffix,"('ryba', '#ář')"
národ,národní,N,J,ní,suffix,"('na#', 'rod', '#ní')"
jistý,jistota,J,N,ota,suffix,"('jistý', '#ota')"
krutý,krutost,J,N,ost,suffix,"('krutý', '#ost')"
terapeut,fyzioterapeut,N,N,fyzio,prefix,"('fyzio#', 'terapeut')"
terapie,fyzioterapie,N,N,fyzio,prefix,"('fyzio#', 'terapie')"
hrát,hráč,V,N,č,suffix,"('hrát', '#č')"
divadlo,divadelní,N,J,ní,suffix,"('dívat', '#dlo', '#ní')"
poslat,poslání,V,N,ání,suffix,"('poslat', '#ání')"
kázat,kázání,V,N,ání,suffix,"('kázat', '#ání')"
hra,hřiště,N,N,iště,suffix,"('hra', '#iště')"
loučit,vyloučit,V,V,vy,prefix,"('vy#', 'loučit')"
lože,lůžko,N,N,ko,suffix,"('lože', '#ko')"
varovat,varování,V,N,ání,suffix,"('varovat', '#ání')"
krýt,odkrýt,V,V,od,prefix,"('od#', 'krýt')"
dělit,dělení,V,N,ení,suffix,"('dělit', '#ení')"
dělit,dělitel,V,N,tel,suffix,"('dělit', '#tel')"
milosrdný,milosrdenství,J,N,ství,suffix,"('milosrdný', '#ství')"
střevo,střevní,N,J,ní,suffix,"('střevo', '#ní')"
plavat,plavání,V,N,ání,suffix,"('plavat', '#ání')"
skládat,skladba,V,N,ba,suffix,"('s#', 'klást', '#ba')"
osoba,osobní,N,J,ní,suffix,"('osoba', '#ní')"
vzpomínat,vzpomínka,V,N,ka,suffix,"('vzpomínat', '#ka')"
zaměstnaný,nezaměstnaný,J,J,ne,prefix,"('ne#', 'za#', 'místo', '#aný')"
zaměstnávat,zaměstnavatel,V,N,tel,suffix,"('zaměstnávat', '#tel')"
zaměstnaný,zaměstnanec,N,N,ec,suffix,"('za#', 'místo', '#aný', '#ec')"
dělat,dělník,V,N,ník,suffix,"('dělat', '#ník')"
vzrušit,vzrušení,V,N,ení,suffix,"('vz#', 'rušit', '#ení')"
podobný,podobenství,J,N,ství,suffix,"('podoba', '#ný', '#ství')"
bloudit,bludiště,V,N,iště,suffix,"('bloudit', '#iště')"
sbírat,sběratel,V,N,tel,suffix,"('sbírat', '#tel')"
vděčný,vděčnost,J,N,ost,suffix,"('v#', 'děkovat', '#ný', '#ost')"
dým,dýmka,N,N,ka,suffix,"('dým', '#ka')"
překládat,překladač,V,N,ač,suffix,"('pře#', 'klást', '#ač')"
překládat,překladatel,V,N,tel,suffix,"('pře#', 'klást', '#tel')"
Narcis,narcismus,N,N,ismus,suffix,"('Narcis', '#ismus')"
střihat,střihač,V,N,ač,suffix,"('střihat', '#ač')"
smysl,nesmysl,N,N,ne,prefix,"('ne#', 's#', 'mysl')"
bezpečí,nebezpečí,N,N,ne,prefix,"('ne#', 'bez#', 'péče')"
bezpečný,nebezpečný,J,J,ne,prefix,"('ne#', 'bez#', 'péče', '#ný')"
chlap,chlapec,N,N,ec,suffix,"('chlap', '#ec')"
tchán,tchyně,N,N,yně,suffix,"('tchán', '#yně')"
minout,prominout,V,V,pro,prefix,"('pro#', 'minout')"
Rus,ruština,N,N,ština,suffix,"('Rus', '#ština')"
ukřižovat,ukřižování,V,N,ání,suffix,"('u#', 'křižovat', '#ání')"
snést,snesitelný,V,J,telný,suffix,"('s#', 'nést', '#telný')"
jednotit,sjednotit,V,V,s,prefix,"('s#', 'jednota', '#it')"
sjednotit,sjednocení,V,N,ení,suffix,"('s#', 'jednota', '#it', '#ení')"
spojit,spojený,V,J,ený,suffix,"('s#', 'pojit', '#ený')"
pojit,spojit,V,V,s,prefix,"('s#', 'pojit')"
záloha,záložní,N,J,ní,suffix,"('záloha', '#ní')"
povolat,povolání,V,N,ání,suffix,"('po#', 'volat', '#ání')"
hojný,hojnost,J,N,ost,suffix,"('hojný', '#ost')"
osada,osadník,N,N,ník,suffix,"('osada', '#ník')"
hledat,vyhledat,V,V,vy,prefix,"('vy#', 'hledat')"
umělý,umělec,J,N,ec,suffix,"('umět', '#lý', '#ec')"
pálit,pálka,V,N,ka,suffix,"('pálit', '#ka')"
Dán,Dánsko,N,N,sko,suffix,"('Dán', '#sko')"
členit,členovec,V,N,ovec,suffix,"('člen', '#it', '#ovec')"
sám,samota,J,N,ota,suffix,"('sám', '#ota')"
řetěz,řetězec,N,N,ec,suffix,"('řetěz', '#ec')"
péče,pečlivý,N,J,livý,suffix,"('péče', '#livý')"
zisk,ziskový,N,J,ový,suffix,"('zisk', '#ový')"
ziskový,ziskovost,J,N,ost,suffix,"('zisk', '#ový', '#ost')"
hrozit,ohrozit,V,V,o,prefix,"('o#', 'hrozit')"
hrozit,hrozba,V,N,ba,suffix,"('hrozit', '#ba')"
malovat,malíř,V,N,íř,suffix,"('malovat', '#íř')"
strašit,zastrašit,V,V,za,prefix,"('za#', 'strašit')"
zastrašovat,zastrašování,V,N,ání,suffix,"('zastrašovat', '#ání')"
těhotný,těhotenství,J,N,ství,suffix,"('těhotný', '#ství')"
oddělit,oddělení,V,N,ení,suffix,"('od#', 'dělit', '#ení')"
ložit,uložit,V,V,u,prefix,"('u#', 'ložit')"
chodit,chodník,V,N,ník,suffix,"('chodit', '#ník')"
sloup,sloupec,N,N,ec,suffix,"('sloup', '#ec')"
vzdělat,vzdělání,V,N,ání,suffix,"('vz#', 'dělat', '#ání')"
venek,venkov,N,N,ov,suffix,"('ven', '#ek', '#ov')"
barman,barmanka,N,N,ka,suffix,"('barman', '#ka')"
hřeb,hřebík,N,N,ík,suffix,"('hřeb', '#ík')"
bít,přibít,V,V,při,prefix,"('při#', 'bít')"
znak,odznak,N,N,od,prefix,"('od#', 'znát', '#ák')"
lék,lékař,N,N,ař,suffix,"('lék', '#ař')"
lékař,lékařství,N,N,ství,suffix,"('lék', '#ař', '#ství')"
pískový,pískoviště,J,N,iště,suffix,"('písek', '#ový', '#iště')"
čistit,vyčistit,V,V,vy,prefix,"('vy#', 'čistý', '#it')"
společný,společenství,J,N,ství,suffix,"('spolek', '#ný', '#ství')"
studovat,studovna,V,N,na,suffix,"('studovat', '#na')"
časovat,časování,V,N,ání,suffix,"('čas', '#ovat', '#ání')"
zřít,vzor,V,N,v,prefix,"('v#', 'zřít')"
broskev,broskvoň,N,N,oň,suffix,"('broskev', '#oň')"
hruška,hrušeň,N,N,eň,suffix,"('hruška', '#eň')"
paže,pažba,N,N,ba,suffix,"('paže', '#ba')"
nevolník,nevolnictví,N,N,ctví,suffix,"('nevolník', '#ctví')"
dělit,udělit,V,V,u,prefix,"('u#', 'dělit')"
táhnout,stáhnout,V,V,s,prefix,"('s#', 'táhnout')"
opakovat,opakování,V,N,ání,suffix,"('opak', '#ovat', '#ání')"
hospodář,hospodářský,N,J,ský,suffix,"('hospodář', '#ský')"
vyšetřit,vyšetření,V,N,ení,suffix,"('vy#', 'šetřit', '#ení')"
Island,islandština,N,N,ština,suffix,"('Island', '#ština')"
brána,branka,N,N,ka,suffix,"('brána', '#ka')"
obhájit,obhájce,V,N,ce,suffix,"('ob#', 'hájit', '#ce')"
hrdý,hrdost,J,N,ost,suffix,"('hrdý', '#ost')"
přechod,přechodný,N,J,ný,suffix,"('pře#', 'chod', '#ný')"
poctivý,poctivost,J,N,ost,suffix,"('poctivý', '#ost')"
večer,večírek,N,N,ek,suffix,"('večer', '#ek')"
pálit,zapálit,V,V,za,prefix,"('za#', 'pálit')"
sloužit,služka,V,N,ka,suffix,"('sloužit', '#ka')"
řídit,řidič,V,N,č,suffix,"('řídit', '#č')"
ovládat,ovladač,V,N,ač,suffix,"('ovládat', '#ač')"
syntéza,fotosyntéza,N,N,foto,prefix,"('foto#', 'syntéza')"
tvořivý,tvořivost,J,N,ost,suffix,"('tvořit', '#ivý', '#ost')"
vydělat,výdělek,V,N,ek,suffix,"('vy#', 'dělat', '#ek')"
pravděpodobný,pravděpodobnost,J,N,ost,suffix,"('pravděpodobný', '#ost')"
pravda,nepravda,N,N,ne,prefix,"('ne#', 'pravda')"
nepravdivý,nepravdivost,J,N,ost,suffix,"('ne#', 'pravda', '#ivý', '#ost')"
tvrdit,tvrzení,V,N,ení,suffix,"('tvrdý', '#it', '#ení')"
číslo,číslice,N,N,ice,suffix,"('číslo', '#ice')"
luštit,rozluštit,V,V,roz,prefix,"('roz#', 'luštit')"
střídat,střídavý,V,J,avý,suffix,"('střídat', '#avý')"
pravidlo,pravidelný,N,J,ný,suffix,"('pravidlo', '#ný')"
pravidelný,nepravidelný,J,J,ne,prefix,"('ne#', 'pravidlo', '#ný')"
řeč,řečník,N,N,ník,suffix,"('řeč', '#ník')"
řečník,řečnictví,N,N,ctví,suffix,"('řeč', '#ník', '#ctví')"
programovat,programovatelný,V,J,telný,suffix,"('program', '#ovat', '#telný')"
terapeut,psychoterapeut,N,N,psycho,prefix,"('psycho#', 'terapeut')"
terapie,psychoterapie,N,N,psycho,prefix,"('psycho#', 'terapie')"
léčit,léčba,V,N,ba,suffix,"('lék', '#it', '#ba')"
tři,třicet,V,N,cet,suffix,"('tři', '#cet')"
sněžný,sněžnice,J,N,ice,suffix,"('sněžit', '#ný', '#ice')"
povědět,odpovědět,V,V,od,prefix,"('od#', 'po#', 'věda', '#ět')"
psát,odepsat,V,V,od,prefix,"('od#', 'psát')"
vláda,vládce,N,N,ce,suffix,"('vláda', '#ce')"
hotový,hotovost,J,N,ost,suffix,"('hotový', '#ost')"
banka,bankovka,N,N,ovka,suffix,"('banka', '#ovka')"
výnos,výnosný,N,J,ný,suffix,"('výnos', '#ný')"
rozdělit,rozdělení,V,N,ení,suffix,"('roz#', 'dělit', '#ení')"
dodávat,dodavatel,V,N,tel,suffix,"('do#', 'dát', '#ávat', '#tel')"
Čečen,Čečensko,N,N,sko,suffix,"('Čečen', '#sko')"
veřej,veřejný,N,J,ný,suffix,"('veřej', '#ný')"
mléko,mlékárna,N,N,árna,suffix,"('mléko', '#árna')"
mléko,mléčný,N,J,ný,suffix,"('mléko', '#ný')"
základ,základna,N,N,na,suffix,"('základ', '#na')"
rozlišit,rozlišení,V,N,ení,suffix,"('roz#', 'lišit', '#ení')"
moc,nemoc,N,N,ne,prefix,"('ne#', 'moc')"
slušný,slušnost,J,N,ost,suffix,"('slušný', '#ost')"
použitelnost,znovupoužitelnost,N,N,znovu,prefix,"('znovu#', 'po#', 'u#', 'žít', '#telný', '#ost')"
použitelný,použitelnost,J,N,ost,suffix,"('po#', 'u#', 'žít', '#telný', '#ost')"
Jan,Janek,N,N,ek,suffix,"('Jan', '#ek')"
log,antropolog,N,N,antropo,prefix,"('antropo#', 'log')"
bezbožný,bezbožnost,J,N,ost,suffix,"('bezbožný', '#ost')"
zřít,názor,V,N,na,prefix,"('na#', 'zřít')"
poslušný,poslušnost,J,N,ost,suffix,"('po#', 'slušný', '#ost')"
prát,pračka,V,N,čka,suffix,"('prát', '#čka')"
mýt,myčka,N,N,čka,suffix,"('mýt', '#čka')"
prát,prádlo,V,N,dlo,suffix,"('prát', '#dlo')"
prádlo,prádelna,N,N,na,suffix,"('prát', '#dlo', '#na')"
unavit,unavený,V,J,ený,suffix,"('unavit', '#ený')"
vyčerpat,vyčerpaný,V,J,aný,suffix,"('vy#', 'čerpat', '#aný')"
vyčerpat,vyčerpání,V,N,ání,suffix,"('vy#', 'čerpat', '#ání')"
věřit,ověřit,V,V,o,prefix,"('o#', 'věřit')"
tvrdit,potvrdit,V,V,po,prefix,"('po#', 'tvrdý', '#it')"
potvrdit,potvrzení,V,N,ení,suffix,"('po#', 'tvrdý', '#it', '#ení')"
chemie,biochemie,N,N,bio,prefix,"('bio#', 'chemie')"
volat,odvolat,V,V,od,prefix,"('od#', 'volat')"
kovat,kovář,N,N,ář,suffix,"('kovat', '#ář')"
plavit,plavba,V,N,ba,suffix,"('plavit', '#ba')"
cestovat,cestování,V,N,ání,suffix,"('cesta', '#ovat', '#ání')"
Rus,Rusko,N,N,sko,suffix,"('Rus', '#sko')"
sláva,slavný,N,J,ný,suffix,"('sláva', '#ný')"
mohutný,mohutnost,J,N,ost,suffix,"('mohutný', '#ost')"
výkon,výkonný,N,J,ný,suffix,"('výkon', '#ný')"
výkonný,výkonnost,J,N,ost,suffix,"('výkon', '#ný', '#ost')"
ukázat,ukazatel,V,N,tel,suffix,"('u#', 'kázat', '#tel')"
schopný,schopnost,J,N,ost,suffix,"('schopný', '#ost')"
slovník,slovníkář,N,N,ář,suffix,"('slovo', '#ník', '#ář')"
kormidlo,kormidelník,N,N,ník,suffix,"('kormidlo', '#ník')"
svoboda,svobodný,N,J,ný,suffix,"('svoboda', '#ný')"
podezírat,podezíravý,V,J,avý,suffix,"('pod#', 'zírat', '#avý')"
trvat,trvání,V,N,ání,suffix,"('trvat', '#ání')"
známý,neznámý,J,J,ne,prefix,"('ne#', 'známý')"
třeba,potřeba,R,N,po,prefix,"('po#', 'třeba')"
Amerika,americký,N,J,cký,suffix,"('Amerika', '#cký')"
prach,prachovka,N,N,ovka,suffix,"('prach', '#ovka')"
zrada,zrádný,N,J,ný,suffix,"('zrada', '#ný')"
papír,papírna,N,N,na,suffix,"('papír', '#na')"
pravda,pravdivý,N,J,ivý,suffix,"('pravda', '#ivý')"
pravdivý,nepravdivý,J,J,ne,prefix,"('ne#', 'pravda', '#ivý')"
kreslit,kresba,V,N,ba,suffix,"('kreslit', '#ba')"
přitažlivý,přitažlivost,J,N,ost,suffix,"('při#', 'táhnout', '#livý', '#ost')"
přitáhnout,přitažlivý,V,J,livý,suffix,"('při#', 'táhnout', '#livý')"
zdar,nezdar,N,N,ne,prefix,"('ne#', 'zdar')"
vinit,obvinit,V,V,ob,prefix,"('ob#', 'vinit')"
práce,spolupráce,N,N,spolu,prefix,"('spolu#', 'práce')"
knihkupec,knihkupectví,N,N,ctví,suffix,"('knihkupec', '#ctví')"
kniha,knihovna,N,N,ovna,suffix,"('kniha', '#ovna')"
povídat,povídka,V,N,ka,suffix,"('po#', 'věda', '#ět', '#ka')"
volit,volba,V,N,ba,suffix,"('volit', '#ba')"
Skot,Skotsko,N,N,sko,suffix,"('Skot', '#sko')"
lít,zalít,N,V,za,prefix,"('za#', 'lít')"
prosit,prosba,V,N,ba,suffix,"('prosit', '#ba')"
nečinný,nečinnost,J,N,ost,suffix,"('ne#', 'čin', '#ný', '#ost')"
čin,činný,N,J,ný,suffix,"('čin', '#ný')"
krmit,krmivo,V,N,ivo,suffix,"('krm', '#it', '#ivo')"
míra,poloměr,N,N,polo,prefix,"('polo#', 'míra')"
kruh,kružnice,N,N,nice,suffix,"('kruh', '#nice')"
vrch,vrchol,N,N,ol,suffix,"('vrch', '#ol')"
stupeň,stupnice,N,N,ice,suffix,"('stupeň', '#ice')"
hvězda,hvězdárna,N,N,árna,suffix,"('hvězda', '#árna')"
prorok,proroctví,N,N,ctví,suffix,"('prorok', '#ctví')"
věštit,věštba,V,N,ba,suffix,"('věštit', '#ba')"
řešit,řešení,V,N,ení,suffix,"('řešit', '#ení')"
uzavřít,uzavřený,V,J,ený,suffix,"('u#', 'zavřít', '#ený')"
vyvrátit,vyvrácení,V,N,ení,suffix,"('vy#', 'vrátit', '#ení')"
vrátit,vyvrátit,V,V,vy,prefix,"('vy#', 'vrátit')"
budit,budík,V,N,ík,suffix,"('budit', '#ík')"
schod,schodiště,N,N,iště,suffix,"('s#', 'chod', '#iště')"
skutečný,neskutečný,J,J,ne,prefix,"('ne#', 'skutek', '#ný')"
pustit,odpustit,V,V,od,prefix,"('od#', 'pustit')"
zaokrouhlit,zaokrouhlení,V,N,ení,suffix,"('zaokrouhlit', '#ení')"
sýc,sýček,N,N,ek,suffix,"('sýc', '#ek')"
chtít,chtivý,V,J,ivý,suffix,"('chtít', '#ivý')"
ješita,ješitný,N,J,ný,suffix,"('ješita', '#ný')"
ješitný,ješitnost,J,N,ost,suffix,"('ješita', '#ný', '#ost')"
sobecký,sobeckost,J,N,ost,suffix,"('sobec', '#cký', '#ost')"
toulat,tulák,V,N,ák,suffix,"('toulat', '#ák')"
omezit,omezený,V,J,ený,suffix,"('o#', 'mez', '#ený')"
omezený,neomezený,J,J,ne,prefix,"('ne#', 'o#', 'mez', '#ený')"
hora,horní,N,J,ní,suffix,"('hora', '#ní')"
důl,dolní,N,J,ní,suffix,"('důl', '#ní')"
možný,možnost,J,N,ost,suffix,"('možný', '#ost')"
nutný,nutnost,J,N,ost,suffix,"('nutit', '#ný', '#ost')"
průmysl,průmyslník,N,N,ník,suffix,"('průmysl', '#ník')"
svůdce,svůdkyně,N,N,kyně,suffix,"('s#', 'vodit', '#ce', '#kyně')"
holit,holič,V,N,č,suffix,"('holý', '#it', '#č')"
Američan,Američanka,N,N,ka,suffix,"('Amerika', '#an', '#ka')"
skupit,seskupit,V,V,se,prefix,"('se#', 'skupit')"
pnout,zapnout,V,V,za,prefix,"('za#', 'pnout')"
pnout,vypnout,V,V,vy,prefix,"('vy#', 'pnout')"
zbývat,zbývající,V,J,ající,suffix,"('z#', 'bývat', '#ající')"
razit,porazit,N,V,po,prefix,"('po#', 'razit')"
konat,překonat,V,V,pře,prefix,"('pře#', 'konat')"
překážet,překážka,V,N,ka,suffix,"('překážet', '#ka')"
hodnota,hodnotný,N,J,ný,suffix,"('hod', '#ný', '#ota', '#ný')"
měřit,měřitelný,V,J,telný,suffix,"('měřit', '#telný')"
plodný,plodnost,J,N,ost,suffix,"('plod', '#it', '#ný', '#ost')"
plodný,neplodný,J,J,ne,prefix,"('ne#', 'plod', '#it', '#ný')"
čistý,čistota,J,N,ota,suffix,"('čistý', '#ota')"
nerozhodný,nerozhodnost,J,N,ost,suffix,"('ne#', 'rozhodný', '#ost')"
slepý,slepota,N,N,ota,suffix,"('slepý', '#ota')"
dokonalý,nedokonalý,J,J,ne,prefix,"('ne#', 'dokonalý')"
grupa,podgrupa,N,N,pod,prefix,"('pod#', 'grupa')"
tabulka,tabulkový,N,J,ový,suffix,"('tabulka', '#ový')"
kolo,koláč,N,N,áč,suffix,"('kolo', '#áč')"
hnát,přehnat,N,V,pře,prefix,"('pře#', 'hnát')"
nájem,nájemné,N,N,né,suffix,"('nájem', '#né')"
stručný,stručnost,J,N,ost,suffix,"('struk', '#ný', '#ost')"
srozumitelný,srozumitelnost,J,N,ost,suffix,"('srozumitelný', '#ost')"
Vídeň,Vídeňan,N,N,an,suffix,"('Vídeň', '#an')"
vydávat,vydavatel,V,N,tel,suffix,"('vy#', 'dávat', '#tel')"
oheň,ohnisko,N,N,isko,suffix,"('oheň', '#isko')"
nespavý,nespavost,J,N,ost,suffix,"('nespavý', '#ost')"
odpovědný,odpovědnost,J,N,ost,suffix,"('odpovědný', '#ost')"
podvod,podvodný,N,J,ný,suffix,"('podvod', '#ný')"
kapsa,kapesník,N,N,ník,suffix,"('kapsa', '#ník')"
naladit,nálada,V,N,a,suffix,"('na#', 'lad', '#it', '#a')"
velkoobchod,velkoobchodník,N,N,ník,suffix,"('velkoobchod', '#ník')"
maloobchod,maloobchodník,N,N,ník,suffix,"('maloobchod', '#ník')"
spor,sporný,N,J,ný,suffix,"('spor', '#ný')"
kolmý,kolmice,J,N,ice,suffix,"('kolmý', '#ice')"
důvěřivý,nedůvěřivý,J,J,ne,prefix,"('ne#', 'důvěra', '#ivý')"
déšť,deštník,N,N,ník,suffix,"('déšť', '#ník')"
slunce,slunečník,N,N,ník,suffix,"('slunce', '#ník')"
učit,samouk,V,N,samo,prefix,"('samo#', 'učit')"
lopata,lopatka,N,N,ka,suffix,"('lopata', '#ka')"
obraz,obrazovka,N,N,ovka,suffix,"('obraz', '#ovka')"
stříbro,stříbrný,N,J,ný,suffix,"('stříbro', '#ný')"
bronz,bronzový,N,J,ový,suffix,"('bronz', '#ový')"
vada,vadný,V,J,ný,suffix,"('vada', '#ný')"
herec,herečka,N,N,ka,suffix,"('herec', '#ka')"
jev,jeviště,N,N,iště,suffix,"('jev', '#iště')"
scéna,scénář,N,N,ář,suffix,"('scéna', '#ář')"
Švéd,Švédka,N,N,ka,suffix,"('Švéd', '#ka')"
pochybný,pochybnost,J,N,ost,suffix,"('po#', 'chyba', '#ný', '#ost')"
škodný,neškodný,J,J,ne,prefix,"('ne#', 'škoda', '#ný')"
myslet,zamýšlet,V,V,za,prefix,"('za#', 'myslet')"
zanedbat,zanedbatelný,V,J,telný,suffix,"('za#', 'nedbat', '#telný')"
dbalý,nedbalý,J,J,ne,prefix,"('ne#', 'dbalý')"
opatrný,opatrnost,J,N,ost,suffix,"('opatrný', '#ost')"
důkladný,důkladnost,J,N,ost,suffix,"('do#', 'klad', '#ný', '#ost')"
doklad,důkladný,N,J,ný,suffix,"('do#', 'klad', '#ný')"
stavit,vystavit,V,V,vy,prefix,"('vy#', 'stavit')"
vystavit,vystavení,V,N,ení,suffix,"('vy#', 'stavit', '#ení')"
přesvědčit,přesvědčení,V,N,ení,suffix,"('pře#', 'svědčit', '#ení')"
svědčit,přesvědčit,V,V,pře,prefix,"('pře#', 'svědčit')"
spojit,spojnice,V,N,nice,suffix,"('s#', 'pojit', '#nice')"
zkreslit,zkreslení,V,N,ení,suffix,"('z#', 'kreslit', '#ení')"
zneužít,zneužití,V,N,í,suffix,"('zne#', 'u#', 'žít', '#í')"
sklízet,sklizeň,V,N,eň,suffix,"('sklízet', '#eň')"
měnit,odměnit,V,V,od,prefix,"('od#', 'měna', '#it')"
sloužit,zasloužit,V,V,za,prefix,"('za#', 'sloužit')"
chudokrevný,chudokrevnost,J,N,ost,suffix,"('chudokrevný', '#ost')"
obrátit,obratel,V,N,el,suffix,"('obrátit', '#el')"
vrata,vrátník,N,N,ník,suffix,"('vrata', '#ník')"
plíce,plicní,N,J,ní,suffix,"('plíce', '#ní')"
prostor,hyperprostor,N,N,hyper,prefix,"('hyper#', 'prostor')"
přítomný,nepřítomný,J,J,ne,prefix,"('ne#', 'přitom', '#ný')"
množina,podmnožina,N,N,pod,prefix,"('pod#', 'množina')"
množina,nadmnožina,N,N,nad,prefix,"('nad#', 'množina')"
oko,okoun,N,N,oun,suffix,"('oko', '#oun')"
Rumun,Rumunsko,N,N,sko,suffix,"('Rumun', '#sko')"
zemský,mimozemský,J,J,mimo,prefix,"('mimo#', 'Země', '#ský')"
mimozemský,mimozemšťan,J,N,an,suffix,"('mimo#', 'Země', '#ský', '#an')"
představit,představitelný,V,J,telný,suffix,"('před#', 'stavit', '#telný')"
představitelný,nepředstavitelný,J,J,ne,prefix,"('ne#', 'před#', 'stavit', '#telný')"
dlužit,dlužník,V,N,ník,suffix,"('dlužit', '#ník')"
věřit,věřitel,V,N,tel,suffix,"('věřit', '#tel')"
vidět,viditelný,V,J,telný,suffix,"('vidět', '#telný')"
viditelný,neviditelný,J,J,ne,prefix,"('ne#', 'vidět', '#telný')"
neviditelný,neviditelnost,J,N,ost,suffix,"('ne#', 'vidět', '#telný', '#ost')"
viditelný,viditelnost,J,N,ost,suffix,"('vidět', '#telný', '#ost')"
úspěch,neúspěch,N,N,ne,prefix,"('ne#', 'úspěch')"
štít,štítek,N,N,ek,suffix,"('štít', '#ek')"
niknout,proniknout,V,V,pro,prefix,"('pro#', 'niknout')"
spokojit,uspokojit,V,V,u,prefix,"('u#', 's#', 'pokojit')"
spokojit,spokojený,V,J,ený,suffix,"('s#', 'pokojit', '#ený')"
spokojený,nespokojený,J,J,ne,prefix,"('ne#', 's#', 'pokojit', '#ený')"
lepit,přilepit,V,V,při,prefix,"('při#', 'lep', '#it')"
lepit,lepidlo,V,N,dlo,suffix,"('lep', '#it', '#dlo')"
spět,uspět,V,V,u,prefix,"('u#', 'spět')"
osoba,osobnost,N,N,nost,suffix,"('osoba', '#nost')"
chrápat,chrápání,V,N,ání,suffix,"('chrápat', '#ání')"
nos,nosní,N,J,ní,suffix,"('nos', '#ní')"
chovat,chování,V,N,ání,suffix,"('chovat', '#ání')"
vinný,nevinný,J,J,ne,prefix,"('ne#', 'vinit', '#a', '#ný')"
vina,vinný,N,J,ný,suffix,"('vinit', '#a', '#ný')"
víno,vinný,N,J,ný,suffix,"('vinit', '#a', '#ný')"
jitro,jitřenka,N,N,enka,suffix,"('jitro', '#enka')"
jmout,přijmout,V,V,při,prefix,"('při#', 'jmout')"
výhoda,nevýhoda,N,N,ne,prefix,"('ne#', 'výhoda')"
skutečný,skutečnost,J,N,ost,suffix,"('skutek', '#ný', '#ost')"
ložit,přeložit,V,V,pře,prefix,"('pře#', 'ložit')"
ložit,založit,V,V,za,prefix,"('za#', 'ložit')"
bronchus,bronchitida,N,N,itida,suffix,"('bronchus', '#itida')"
zítra,zítřek,R,N,ek,suffix,"('zítra', '#ek')"
včerejší,včerejšek,J,N,ek,suffix,"('včera', '#ejší', '#ek')"
zřít,obzor,V,N,ob,prefix,"('ob#', 'zřít')"
čep,čípek,N,N,ek,suffix,"('čep', '#ek')"
lék,lékárna,N,N,árna,suffix,"('lék', '#árna')"
lékárna,lékárník,N,N,ník,suffix,"('lék', '#árna', '#ník')"
druhý,druhák,J,N,ák,suffix,"('druh', '#ý', '#ák')"
Holandsko,Holanďan,N,N,an,suffix,"('Holandsko', '#an')"
Fin,Finsko,N,N,sko,suffix,"('Fin', '#sko')"
vzteklý,vzteklina,J,N,ina,suffix,"('vztekat', '#lý', '#ina')"
síň,předsíň,N,N,před,prefix,"('před#', 'síň')"
Jordán,Jordánsko,N,N,sko,suffix,"('Jordán', '#sko')"
kráska,sedmikráska,N,N,sedmi,prefix,"('sedmi#', 'krása', '#ka')"
zločin,zločinec,N,N,ec,suffix,"('zločin', '#ec')"
rodit,rodič,V,N,č,suffix,"('rod', '#it', '#č')"
rys,rýsovat,N,V,ovat,suffix,"('rys', '#ovat')"
mít,nemít,V,V,ne,prefix,"('ne#', 'mít')"
rovný,rovník,J,N,ík,suffix,"('rovný', '#ík')"
